ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason,tier,spac_review
MCFT,MCFT,MCBC Holdings Inc,2015-07-17,2015-07-17,2015.0,15.0,1.0,,17999241.0,17999200.0,0.269988615,0.269988,,0.2699883075,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
LEGH,LEGH,Legacy Housing Corp,2018-12-14,2018-12-14,2018.0,12.0,1.0,,24722936.0,20000000.0,0.296675232,0.24,,0.268337616,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
ESPR,ESPR,Esperion Therapeutics Inc,2013-06-25,2013-06-26,2013.0,14.0,1.0,,15357413.0,22519000.0,0.215003782,0.315266,,0.265134891,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
HMLP,HMLP,Hoegh LNG Partners LP,2014-08-07,nan,2014.0,20.0,1.0,13156000.0,,,,,0.26312,0.26312,ritter-anchor,med,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
PI,PI,Impinj Inc,2016-07-21,2016-07-21,2016.0,14.0,1.0,,18775815.0,18775800.0,0.26286141,0.2628612,,0.26286130500000005,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
TTOO,TTOO,T2 Biosystems Inc,2014-08-07,2014-08-07,2014.0,11.0,1.0,,,23839300.0,,0.2622323,,0.2622323,single:yf,low,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
CSTL,CSTL,Castle Biosciences Inc,2019-07-25,2019-07-25,2019.0,16.0,1.0,,17069094.0,15455700.0,0.273105504,0.2472912,,0.26019835199999997,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
WD,WD,Walker & Dunlop Inc,2010-12-14,2010-12-15,2010.0,10.0,1.0,,21408171.0,30566000.0,0.21408171,0.30566,,0.259870855,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
CDLX,CDLX,Cardlytics Inc,2018-02-09,2018-02-09,2018.0,13.0,1.0,,20264127.0,19519600.0,0.263433651,0.2537548,,0.2585942255,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
CGTX,CGTX,Cognition Therapeutics Inc,2021-10-08,2021-10-08,2021.0,12.0,1.0,,22036382.0,20953300.0,0.264436584,0.2514396,,0.25793809199999995,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
SVFB,SVFB,SVF Invest Corp 2,2021-03-09,nan,2021.0,10.0,1.0,25700000.0,,,,,0.257,0.257,ritter-anchor,med,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,True
DALS,DALS,DA32 Life Science Tech Acq,2021-07-28,nan,2021.0,10.0,1.0,25650000.0,,,,,0.2565,0.2565,ritter-anchor,med,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
ENTA,ENTA,Enanta Pharmaceuticals Inc,2013-03-20,2013-03-21,2013.0,14.0,1.0,,17818796.0,18795100.0,0.249463144,0.2631314,,0.256297272,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
CABA,CABA,Cabaletta Bio Inc,2019-10-25,2019-10-25,2019.0,11.0,1.0,,24034022.0,22552900.0,0.264374242,0.2480819,,0.256228071,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
VEL,VEL,Velocity Financial LLC,2020-01-17,2020-01-17,2020.0,13.0,1.0,,20087494.0,19000000.0,0.261137422,0.247,,0.254068711,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
ASPN,ASPN,Aspen Aerogels Inc,2014-06-13,2014-06-13,2014.0,11.0,1.0,,23000000.0,23107000.0,0.253,0.254177,,0.2535885,auto:edgar+yf,high,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
DKL,DKL,Delek Logistics Partners LP,2012-11-01,2012-11-02,2012.0,21.0,1.0,11999000.0,,24802700.0,,0.5208567,0.251979,0.251979,ritter-anchor,med,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
PLOW,PLOW,Douglas Dynamics Inc,2010-05-05,2010-05-05,2010.0,11.25,1.0,,,22387800.0,,0.25186275,,0.25186275,single:yf,low,ticker+date,considered,~$0.3B at listing (<$0.3B),sub,False
BRDU,BRD.U,Beard Energy Transition Acquis,2021-11-24,nan,2021.0,10.0,1.0,25002500.0,,,,,0.250025,0.250025,ritter-anchor,med,name+date(0.60),considered,~$0.3B at listing (<$0.3B),sub,False
RITR,RITR,Reitar Logtech Holdings Ltd,2024-08-23,2024-08-23,2024.0,4.0,1.0,62125000.0,,62125000.0,,0.2485,0.2485,0.2485,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
COLL,COLL,Collegium Pharmaceutical Inc,2015-05-07,2015-05-07,2015.0,12.0,1.0,,20665597.0,20688900.0,0.247987164,0.2482668,,0.248126982,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ACRV,ACRV,Acrivon Therapeutics Inc,2022-11-14,2022-11-15,2022.0,12.5,1.0,,20884862.0,18809800.0,0.261060775,0.2351225,,0.24809163750000002,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
BCYC,BCYC,Bicycle Therapeutics Ltd,2019-05-23,2019-05-23,2019.0,14.0,2.0,17696417.0,17900731.0,17696400.0,,0.2477496,,0.2477496,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SPKE,SPKE,Spark Energy Inc,2014-07-29,nan,2014.0,18.0,1.0,13750000.0,,,,,0.2475,0.2475,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SXE,SXE,Southcross Energy Partners LP,2012-11-01,nan,2012.0,20.0,1.0,12214000.0,,,,,0.24428,0.24428,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SND,SND,Smart Sand,2016-11-04,2016-11-04,2016.0,11.0,1.0,,39116210.0,22169400.0,0.43027831,0.2438634,,0.2438634,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
GDOT,GDOT,Green Dot Corp,2010-07-21,2010-07-22,2010.0,36.0,1.0,6767000.0,,52276700.0,,1.8819612,0.243612,0.243612,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
EQ,EQ,Equillium,2018-10-12,2018-10-12,2018.0,14.0,1.0,,17376236.0,16696700.0,0.243267304,0.2337538,,0.238510552,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
AFCG,AFCG,AFC Gamma Inc,2021-03-19,2021-03-19,2021.0,19.0,1.0,,13366877.0,11734900.0,0.253970663,0.2229631,,0.2384668815,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
RETA,RETA,Reata Pharmaceuticals Inc,2016-05-26,nan,2016.0,11.0,1.0,21498106.0,,,,,0.236479166,0.236479166,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CLPR,CLPR,Clipper Realty Inc,2017-02-10,2017-02-10,2017.0,13.5,1.0,,17812755.0,17012800.0,0.2404721925,0.2296728,,0.23507249624999998,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
EGRX,EGRX,Eagle Pharmaceuticals,2014-02-12,2014-02-12,2014.0,15.0,1.0,,,15590000.0,,0.23385,,0.23385,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
HCAQ,HCAQ,HealthCor Catalio Acq Corp,2021-01-27,nan,2021.0,10.0,1.0,23060000.0,,,,,0.2306,0.2306,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,True
CEPO,CEPO,"Cantor Equity Partners I, Inc",2025-01-07,2025-01-07,2025.0,10.0,1.0,25000000.0,,20500000.0,,0.205,0.25,0.22749999999999998,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
AMRE,AMRE,AmREIT Inc,2012-07-26,nan,2012.0,14.0,1.0,16127287.0,,,,,0.225782018,0.225782018,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
RNGR,RNGR,Ranger Energy Services,2017-08-11,2017-08-11,2017.0,14.5,1.0,15279332.0,,15795600.0,,0.2290362,0.221550314,0.225293257,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
VERA,VERA,Vera Therapeutics Inc,2021-05-14,2021-05-14,2021.0,11.0,1.0,20479310.0,,20479300.0,,0.2252723,0.22527241,0.225272355,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
LGIH,LGIH,LGI Homes,2013-11-07,2013-11-07,2013.0,11.0,1.0,,20763449.0,20009000.0,0.228397939,0.220099,,0.2242484695,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
AMRC,AMRC,Ameresco Inc,2010-07-21,2010-07-22,2010.0,10.0,1.0,22403276.0,,46517900.0,,0.465179,0.22403276,0.22403276,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ATRA,ATRA,Atara Biotherapeutics Inc,2014-10-16,2014-10-16,2014.0,11.0,1.0,,20212889.0,,0.222341779,,,0.222341779,single:edgar,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CAMP,CAMP,Camp4 Therapeutics Corp,2024-10-11,nan,2024.0,11.0,1.0,,20161073.0,,0.221771803,,,0.221771803,single:edgar,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ACRS,ACRS,Aclaris Therapeutics Inc,2015-10-07,2015-10-06,2015.0,11.0,1.0,,20157503.0,20157500.0,0.221732533,0.2217325,,0.2217325165,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ICHR,ICHR,Ichor Holdings Ltd,2016-12-09,2016-12-09,2016.0,9.0,1.0,,24806439.0,23727800.0,0.223257951,0.2135502,,0.21840407550000002,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
OOMA,OOMA,Ooma Inc,2015-07-17,2015-07-20,2015.0,13.0,1.0,,16732591.0,16843600.0,0.217523683,0.2189668,,0.2182452415,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CELP,CELP,Cypress Energy Partners LP,2014-01-15,nan,2014.0,20.0,1.0,10826000.0,,,,,0.21652,0.21652,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
HIT,HIT,"Health in Tech, Inc",2024-12-23,2024-12-23,2024.0,4.0,1.0,54069358.0,,54069400.0,,0.2162776,0.216277432,0.216277516,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
VERI,VERI,Veritone Inc,2017-05-12,2017-05-12,2017.0,15.0,1.0,,14924072.0,13879600.0,0.22386108,0.208194,,0.21602754,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
YIBO,YIBO,Planet Image International Ltd,2024-01-25,2024-01-25,2024.0,4.0,1.0,53881600.0,,27565800.0,,0.1102632,0.2155264,0.2155264,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CADL,CADL,Candel Therapeutics Inc,2021-07-27,2021-07-27,2021.0,8.0,1.0,,28689842.0,24796700.0,0.229518736,0.1983736,,0.213946168,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
UNCY,UNCY,Unicycive Therapeutics Inc,2021-07-13,2021-07-12,2021.0,5.0,1.0,42682715.0,14508063.0,13980500.0,0.072540315,0.0699025,0.213413575,0.213413575,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
BBRG,BBRG,Bravo Brio Restaurant Grp Inc,2010-10-21,2010-10-21,2010.0,14.0,1.0,,,15207000.0,,0.212898,,0.212898,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SNDX,SNDX,Syndax Pharmaceuticals Inc,2016-03-03,2016-03-02,2016.0,12.0,1.0,,17782150.0,17358000.0,0.2133858,0.208296,,0.2108409,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
PRT,PRT,Permrock Royalty Trust,2018-05-02,2018-05-02,2018.0,17.0,1.0,12166000.0,,12165700.0,,0.2068169,0.206822,0.20681945000000002,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
DYNS,DYNS,Dynamics Special Purpose Corp,2021-05-26,nan,2021.0,10.0,1.0,20655500.0,,,,,0.206555,0.206555,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,True
SMFL,SMFL,Smart for Life (PR exclud wts),2022-02-16,2022-02-16,2022.0,10.0,1.0,20571000.0,,20566100.0,,0.205661,0.20571,0.20568550000000002,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
HTWO,HTWO,HF2 Financial Management Inc,2013-03-21,nan,2013.0,10.0,1.0,20540000.0,,,,,0.2054,0.2054,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
LOVE,LOVE,The Lovesac Co,2018-06-27,2018-06-27,2018.0,16.0,1.0,,13456644.0,12185200.0,0.215306304,0.1949632,,0.205134752,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
IPIC,IPIC,iPic Entertainment Inc,2018-02-01,2018-02-01,2018.0,18.5,1.0,11039058.0,,1248160.0,,0.02309096,0.204222573,0.204222573,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
GROY,GROY,Gold Royalty Corp,2021-03-09,2021-03-09,2021.0,5.0,1.0,40825000.0,,40825000.0,,0.204125,0.204125,0.204125,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
GNTA,GNTA,Genenta Science S.p.A.,2021-12-15,2021-12-15,2021.0,11.5,2.0,,18216858.0,17608700.0,,0.20250005,,0.20250005,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SPSC,SPSC,SPS Commerce Inc,2010-04-22,2010-04-22,2010.0,12.0,1.0,,3114504.0,16724000.0,0.037374048,0.200688,,0.200688,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
PTGX,PTGX,Protagonist Therapeutics Inc,2016-08-11,2016-08-11,2016.0,12.0,1.0,,16461481.0,16714500.0,0.197537772,0.200574,,0.19905588600000002,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
IDYA,IDYA,Ideaya Biosciences Inc,2019-05-23,2019-05-23,2019.0,10.0,1.0,,20307966.0,19459200.0,0.20307966,0.194592,,0.19883583,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ISAA,ISAA,Iron Spark I Inc,2021-06-09,nan,2021.0,10.0,1.0,19840000.0,,,,,0.1984,0.1984,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SPRO,SPRO,Spero Therapeutics Inc,2017-11-02,2017-11-02,2017.0,14.0,1.0,,14369182.0,13397700.0,0.201168548,0.1875678,,0.194368174,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
BSVN,BSVN,Bank7 Corp,2018-09-20,2018-09-20,2018.0,19.0,1.0,,10187500.0,10187500.0,0.1935625,0.1935625,,0.1935625,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TEU,TEU,Box Ships Inc,2011-04-14,nan,2011.0,12.0,1.0,16113000.0,,,,,0.193356,0.193356,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
GBS,GBS,GBS Inc,2020-12-23,nan,2020.0,17.0,1.0,11291530.0,,,,,0.19195601,0.19195601,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SITM,SITM,SiTime Corp,2019-11-21,2019-11-20,2019.0,13.0,1.0,,15060542.0,14300000.0,0.195787046,0.1859,,0.19084352300000001,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
RM,RM,Regional Management Corp,2012-03-27,2012-03-28,2012.0,15.0,1.0,,12486727.0,12914000.0,0.187300905,0.19371,,0.1905054525,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SNAL,SNAL,Snail Inc,2022-11-10,2022-11-10,2022.0,5.0,1.0,38000000.0,,,,,0.19,0.19,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
EVAX,EVAX,Evaxion Biotech AS,2021-02-05,2021-02-05,2021.0,10.0,2.0,19198668.0,,18948700.0,,0.189487,,0.189487,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
MDV,MDV,MODIV INC.,2022-02-11,2022-02-11,2022.0,25.0,1.0,7561211.0,7561987.0,7457870.0,0.189049675,0.18644675,0.189030275,0.189030275,auto:edgar+ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SOPA,SOPA,Society Pass Inc,2021-11-09,2021-11-09,2021.0,9.0,1.0,,,20891700.0,,0.1880253,,0.1880253,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
INAB,INAB,IN8BIO Inc,2021-07-30,2021-07-30,2021.0,10.0,1.0,,18754553.0,18754600.0,0.18754553,0.187546,,0.18754576499999998,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
HIIQ,HIIQ,Health Ins Innovations Inc,2013-02-07,nan,2013.0,14.0,1.0,13333334.0,,,,,0.186666676,0.186666676,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
LSF,LSF,Laird Superfood Inc,2020-09-23,2020-09-23,2020.0,22.0,1.0,,8874890.0,7925970.0,0.19524758,0.17437134,,0.18480946,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TSQ,TSQ,Townsquare Media LLC,2014-07-23,2014-07-24,2014.0,11.0,1.0,16789000.0,16684206.0,17858100.0,0.183526266,0.1964391,0.184679,0.184679,auto:edgar+ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
UPLD,UPLD,Upland Software Inc,2014-11-06,2014-11-06,2014.0,12.0,1.0,,15208862.0,15555000.0,0.182506344,0.18666,,0.184583172,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
LAWR,LAWR,"Robot Consulting Co., Ltd.",2025-07-17,2025-07-17,2025.0,4.0,2.0,45960000.0,45960000.0,45960000.0,,0.18384,,0.18384,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
EARN,EARN,Ellington Residential,2013-05-01,2013-05-01,2013.0,20.0,1.0,,9133378.0,9135000.0,0.18266756,0.1827,,0.18268378000000002,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
GSJK,GSJK,Compressco Partners LP,2011-06-14,nan,2011.0,20.0,1.0,9097257.0,,,,,0.18194514,0.18194514,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
DAVA,DAVA,Endava Ltd,2018-07-27,2018-07-27,2018.0,20.0,2.0,53004145.0,,9020030.0,,0.1804006,,0.1804006,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
KNOP,KNOP,KNOT Offshore Partners LP,2013-04-09,2013-04-10,2013.0,21.0,1.0,8568000.0,,27934200.0,,0.5866182,0.179928,0.179928,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
NGL,NGL,NGL Energy Partners LP,2011-05-11,2011-05-16,2011.0,21.0,1.0,8514222.0,,106936000.0,,2.245656,0.178798662,0.178798662,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
USDP,USDP,USD Partners LP,2014-10-09,2014-10-09,2014.0,17.0,1.0,10484000.0,,23022700.0,,0.3913859,0.178228,0.178228,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
LGVN,LGVN,Longeveron Inc,2021-02-12,2021-02-12,2021.0,10.0,1.0,18706911.0,,16860800.0,,0.168608,0.18706911,0.177838555,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CORI,CORI,Corium International Inc,2014-04-03,2014-04-03,2014.0,8.0,1.0,,,22161000.0,,0.177288,,0.177288,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CNXR,CNXR,Connecture Inc,2014-12-12,2014-12-12,2014.0,8.0,1.0,,,21919000.0,,0.175352,,0.175352,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
FISH,FISH,Marlin Midstream Partners LP,2013-07-25,nan,2013.0,20.0,1.0,8725000.0,,,,,0.1745,0.1745,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
AZYO,AZYO,Aziyo Biologics Inc,2020-10-08,nan,2020.0,17.0,1.0,10225899.0,,,,,0.173840283,0.173840283,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
AXSM,AXSM,Axsome Therapeutics Inc,2015-11-19,2015-11-19,2015.0,9.0,1.0,,19149417.0,19196300.0,0.172344753,0.1727667,,0.1725557265,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
XGN,XGN,Exagen Inc,2019-09-19,2019-09-19,2019.0,14.0,1.0,,12560990.0,12034800.0,0.17585386,0.1684872,,0.17217053,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
BTAI,BTAI,Bioxcel Therapeutics Inc,2018-03-08,2018-03-08,2018.0,11.0,1.0,,15645545.0,15191000.0,0.172100995,0.167101,,0.16960099750000002,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TPB,TPB,Turning Point Brands Inc,2016-05-11,2016-05-11,2016.0,10.0,1.0,,,16895400.0,,0.168954,,0.168954,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
CCB,CCB,Coastal Financial Corp,2018-07-18,2018-07-19,2018.0,14.5,1.0,,11887503.0,11403300.0,0.1723687935,0.16534785,,0.16885832174999998,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
FPI,FPI,Farmland Partners Inc,2014-04-11,2014-04-11,2014.0,14.0,1.0,,4014283.0,11983000.0,0.056199962,0.167762,,0.167762,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TCMD,TCMD,Tactile  Systems Technology,2016-07-28,2016-07-28,2016.0,10.0,1.0,,16772879.0,16772900.0,0.16772879,0.167729,,0.167728895,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
FIBK,FIBK,First Interstate BancSystem In,2010-03-23,2010-03-24,2010.0,14.5,1.0,11500000.0,,45345000.0,,0.6575025,0.16675,0.16675,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TRVI,TRVI,Trevi Therapeutics Inc,2019-05-07,2019-05-07,2019.0,10.0,1.0,,17834570.0,15438400.0,0.1783457,0.154384,,0.16636485,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
ONEW,ONEW,OneWater Marine Inc,2020-02-07,2020-02-07,2020.0,12.0,1.0,13857990.0,,13858000.0,,0.166296,0.16629588,0.16629594,auto:ritter+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
KIDS,KIDS,Orthopediatrics Corp,2017-10-12,2017-10-13,2017.0,13.0,1.0,,12697991.0,12811400.0,0.165073883,0.1665482,,0.1658110415,auto:edgar+yf,high,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SIBN,SIBN,SI-Bone Inc,2018-10-17,2018-10-17,2018.0,15.0,1.0,,24335690.0,10907500.0,0.36503535,0.1636125,,0.1636125,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
SFWL,SFWL,SHENGFENG DEVELOPMENT Ltd,2023-03-31,2023-03-31,2023.0,4.0,1.0,40520000.0,,83000000.0,,0.332,0.16208,0.16208,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
DDC,DDC,DDC Enterprise Ltd,2023-11-17,2023-11-17,2023.0,8.5,1.0,,,19048100.0,,0.16190885,,0.16190885,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
FENX,FENX,Fenix Parts Inc,2015-05-14,2015-05-14,2015.0,8.0,1.0,,,20198500.0,,0.161588,,0.161588,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
TRKA,TRKA,"Troika Media Group, Inc.",2021-04-20,nan,2021.0,4.15,1.0,38824000.0,,,,,0.1611196,0.1611196,ritter-anchor,med,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
IVTY,IVTY,Invuity Inc,2015-06-15,2015-06-15,2015.0,12.0,1.0,,,13306700.0,,0.1596804,,0.1596804,single:yf,low,ticker+date,considered,~$0.2B at listing (<$0.3B),sub,False
